v	layers
3.71	Mes
5.16	Mes
2.78	Mes
3.96	Mes
-8.91	Mes
-3.8	Mes
5.69	Mes
-8.41	Mes
1.61	Mes
-6.58	Mes
-2.83	Mes
-9.42	Mes
3.4	Mes
3.45	Mes
4.59	Mes
2.63	Mes
-8.3	Mes
-2.96	Mes
-0.9	Mes
3.83	Mes
0.01	Mes
1.58	Mes
-3.24	Mes
-2.03	Mes
4.32	Mes
0.37	Mes
3.06	Mes
1.54	Mes
-1.21	Mes
8.91	Mes
-9.62	Mes
-1.03	Mes
0.53	Mes
-2.69	Mes
0.02	Mes
-4.85	Mes
-2.48	Mes
2.97	Mes
-6.98	Mes
-2.61	Mes
5.78	Mes
2.27	Mes
3.97	Mes
0.02	Mes
3.76	Mes
0.43	Mes
-1.47	Mes
4.48	Mes
1.63	Mes
-7.13	Mes
-6.29	Mes
-5.37	Mes
-3.95	Mes
3.45	Mes
2.84	Mes
-2.98	Mes
-10.29	Mes
-10.12	Mes
-6.72	Mes
-4.26	Mes
-10.05	Mes
-1.54	Mes
-4.8	Mes
-7.51	Mes
-8.36	Mes
-4.85	Mes
-0.14	Mes
1.54	Mes
-0.76	Mes
-8.77	Mes
-9.31	Mes
-8.49	Mes
-1.74	Mes
3.63	Mes
3.19	Mes
-9.24	Mes
9.17	Mes
-6.52	Mes
-1.89	Mes
4.88	Mes
6.4	Mes
4.99	Mes
2.87	Mes
4.98	Mes
0.72	Mes
4.25	Mes
0.46	Mes
1.49	Mes
2.5	Mes
-8.98	Mes
-4.06	Mes
-1.87	Mes
-3.83	Mes
0.27	Mes
6.35	Mes
-2.12	Mes
1.86	Mes
-1.96	Mes
3.94	Mes
6.16	Mes
6.34	Mes
2	Mes
-2.92	Mes
0.67	Mes
4.44	Mes
5.75	Mes
1.55	Mes
-4.43	Mes
0.97	Mes
2.11	Mes
-1.73	Mes
5.25	Mes
0.98	Mes
8.28	Mes
4.23	Mes
-5.14	Mes
-4.69	Mes
4.11	Mes
-8.15	Mes
-6.15	Mes
-4.32	Mes
-5.1	Mes
-4.16	Mes
-7.51	Mes
-1.31	Mes
6.38	Mes
2.65	Mes
-0.87	Mes
-6.54	Mes
0.54	Mes
-2.19	Mes
0.94	Mes
4.09	Mes
10.16	Mes
-2.93	Mes
-2.5	Mes
-1.16	Mes
5.95	Mes
1.42	Mes
5.48	Mes
4	Mes
2.51	Mes
2.43	Mes
-1.34	Mes
-8.12	Mes
-4.5	Mes
-3.41	Mes
-8.99	Mes
-3.33	Mes
0.67	Mes
-4.74	Mes
-7.33	Mes
-8.95	Mes
-1.31	Mes
4.44	Mes
0.14	Mes
5.27	Mes
-3.99	Mes
-4.23	Mes
-3.01	Mes
-6.88	Mes
-1.48	Mes
8.51	Mes
-4.01	Mes
-0.74	Mes
-8.21	Mes
-0.29	Mes
5.26	Mes
3.5	Mes
8.56	Mes
2.85	Mes
6.38	Mes
-0.3	Mes
-3.51	Mes
-0.58	Mes
-0.11	Mes
-6.41	Mes
2.53	Mes
4.15	Mes
3.2	Mes
7.24	Mes
1.93	Mes
2.71	Mes
4.75	Mes
-9.51	Mes
-10.11	Mes
-9.55	Mes
-1.5	Mes
3.87	Mes
-9.6	Mes
7.78	Mes
5.07	Mes
-9.28	Mes
-6.72	Mes
-8.22	Mes
-0.06	Mes
2.82	Mes
-8.32	Mes
6.17	Mes
-4.87	Mes
-9.91	Mes
3.87	Mes
2.02	Mes
-0.48	Mes
-0.66	Mes
-4.34	Mes
-8.84	Mes
-0.89	Mes
2.3	Mes
-3.88	Mes
3.39	Mes
-8.71	Mes
7.11	Mes
4	Mes
0.97	Mes
-3.45	Mes
-9.33	Mes
-10	Mes
-9.94	Mes
-6.76	Mes
-9.42	Mes
-9.78	Mes
-2.95	Mes
-1.46	Mes
2.34	Mes
3.39	Mes
3.68	Mes
-0.53	Mes
-2.34	Mes
5.2	Mes
3.35	Mes
1.43	Mes
-9.36	Mes
3.88	Mes
4.18	Mes
-5.8	Mes
5.03	Mes
1.68	Mes
-1.19	Mes
-8.52	Mes
0.4	Mes
1.2	Mes
4.41	Mes
-2.64	Mes
-2.6	Mes
-2.96	Mes
2.34	Mes
1.32	Mes
0.6	Mes
4.27	Mes
8.24	Mes
-9.58	Mes
-6.23	Mes
1.82	Mes
2.03	Mes
5.3	Mes
3.54	Mes
4.34	Mes
-2.06	Mes
3.83	Mes
2.47	Mes
4.32	Mes
-0.42	Mes
-7.72	Mes
-4.5	Mes
2.71	Mes
0.65	Mes
-3.13	Mes
5.84	Mes
-6.48	Mes
4.12	Mes
-9.82	Mes
-0.67	Mes
-9.04	Mes
-1.77	Mes
-0.19	Mes
1.86	Mes
-2.67	Mes
3.21	Mes
3.69	Mes
-8.13	Mes
-1.61	Mes
-0.79	Mes
-4.97	Mes
1.87	Mes
2.87	Mes
3.7	Mes
3.22	Mes
3.26	Mes
4.47	Mes
-0.03	Mes
5.67	Mes
8.46	Mes
5	Mes
-0.86	Mes
2.99	Mes
5.16	Mes
2.81	Mes
0.3	Mes
4.64	Mes
1.63	Mes
-6.18	Mes
-8.72	Mes
1.44	Mes
-4.58	Mes
-8.47	Mes
-7.89	Mes
4.57	Mes
4.62	Mes
4.78	Mes
4.45	Mes
7.09	Mes
2.96	Mes
4.63	Mes
-1.17	Mes
-9.52	Mes
-2.78	Mes
-2.1	Mes
4.98	Mes
0.27	Mes
-4	Mes
-5.29	Mes
-3.33	Mes
0.99	Mes
4.03	Mes
3.76	Mes
4.59	Mes
3.32	Mes
4.7	Mes
-3.97	Mes
1.08	Mes
3.64	Mes
-1.78	Mes
6.52	Mes
4.93	Mes
-1.1	Mes
-0.84	Mes
5.32	Mes
-7.38	Mes
-3.75	Mes
-7.64	Mes
-7.13	Mes
-7.57	Mes
-6.56	Mes
-4.75	Mes
-8.7	Mes
-5.4	Mes
-2.96	Mes
3.69	Mes
3.52	Mes
1.88	Mes
1.29	Mes
-3.66	Mes
3.01	Mes
-9.62	Mes
-9.6	Mes
3.22	Mes
-9.49	Mes
-8.19	Mes
-8.35	Mes
-9.44	Mes
-8.31	Mes
2.11	Mes
2.9	Mes
-4.84	Mes
-8.84	Mes
-5.17	Mes
3.61	Mes
-8.36	Mes
-7.39	Mes
-9.06	Mes
-8.3	Mes
-7.07	Mes
-3.24	Mes
-6.54	Mes
-7.74	Mes
-1.77	Mes
2.36	Mes
-3.89	Mes
5.18	Mes
0.17	Mes
1.59	Mes
4.11	Mes
2.04	Mes
4.24	Mes
4.07	Mes
1.18	Mes
0.86	Mes
4.31	Mes
2.65	Mes
2.57	Mes
5.76	Mes
7.84	Mes
-0.26	Mes
4.82	Mes
2.7	Mes
1.17	Mes
-9.31	Mes
-5.16	Mes
1.27	Mes
2.74	Mes
1.74	Mes
2.54	Mes
3.25	Mes
1.88	Mes
4.78	Mes
4.84	Mes
3.76	Mes
3.36	Mes
-0.43	Mes
0.07	Mes
3.03	Mes
2.34	Mes
5.11	Mes
3.25	Mes
-3.45	Mes
0.2	Mes
-3.46	Mes
-3.28	Mes
2.27	Mes
-3.29	Mes
-4.31	Mes
7.63	Mes
-4.24	Mes
-9.08	Mes
-3.04	Mes
1.85	Mes
-8.91	Mes
2.8	Mes
6.01	Mes
4.46	Mes
-1.51	Mes
4.92	Mes
-7.74	Mes
2.2	Mes
1.24	Mes
2.96	Mes
3.21	Mes
0.64	Mes
0.53	Mes
-0.84	Mes
-8.71	Mes
2.19	Mes
1.21	Mes
2.38	Mes
-2.39	Mes
2.37	Mes
4.54	Mes
1.97	Mes
-8.65	Mes
-10.12	Mes
4.76	Mes
2.9	Mes
8.75	Mes
8.13	Mes
0.63	Mes
1.19	Mes
-4.11	Mes
4.65	Mes
0.06	Mes
-8.81	Mes
-6.83	Mes
-8.98	Mes
-3.49	Mes
-4.21	Mes
-0.57	Mes
-2.37	Mes
-8.2	Mes
5.64	Mes
4.09	Mes
6.19	Mes
2.42	Mes
0.49	Mes
-8.58	Mes
-0.77	Mes
-8.25	Mes
-7.12	Mes
-1.3	Mes
-0.1	Mes
-0.37	Mes
-0.63	Mes
-1.61	Mes
-3.8	Mes
-7.62	Mes
4.03	Mes
0.37	Mes
5.68	Mes
5.33	Mes
-4.2	Mes
-1.86	Mes
6.8	Mes
0.67	Mes
-8.47	Mes
-2.37	Mes
-1.28	Mes
-4.76	Mes
6.89	Mes
-3.44	Mes
3.1	Mes
2.45	Mes
5.98	Mes
-2.38	Mes
-9.4	Mes
-8.59	Mes
-8.82	Mes
-8.86	Mes
-3.6	Mes
-0.66	Mes
-3.01	Mes
-5.65	Mes
-1.12	Mes
3.7	Mes
6.09	Mes
-3.18	Mes
2.03	Mes
6.79	Mes
2.97	Mes
-0.7	Mes
4.03	Mes
-1.73	Mes
2.94	Mes
2.55	Mes
-1.06	Mes
2.84	Mes
-7.72	Mes
5.31	Mes
0.17	Mes
-8.77	Mes
0.28	Mes
5.51	Mes
3.07	Mes
5.67	Mes
-10.71	Mes
-0.01	Mes
-4.2	Mes
-10.52	Mes
-0.06	Mes
3.45	Mes
2.3	Mes
7.76	Mes
-0.38	Mes
2.56	Mes
8.96	Mes
1.94	Mes
-1.93	Mes
-4.49	Mes
5.11	Mes
-1.82	Mes
10.16	Mes
-1.87	Mes
0.84	Mes
3.87	Mes
1.79	Mes
-8.95	Mes
-2.14	Mes
2.21	Mes
-7.38	Mes
-6.51	Mes
-1.21	Mes
1.72	Mes
6.07	Mes
-0.02	Mes
-3.23	Mes
-8.2	Mes
4.13	Mes
-6.09	Mes
-8.14	Mes
-9.08	Mes
-8.9	Mes
5.27	Mes
-7.95	Mes
2.7	Mes
-1.72	Mes
0.06	Mes
2.34	Mes
2.77	Mes
-6.11	Mes
0.45	Mes
4.34	Mes
0.74	Mes
-4.72	Mes
6.37	Mes
4.13	Mes
1.84	Mes
0.89	Mes
5.19	Mes
-0.85	Mes
-8.34	Mes
-8.44	Mes
-9.33	Mes
-4.03	Mes
-8.15	Mes
2.76	Mes
-8.34	Mes
-8.4	Mes
-8.1	Mes
-8.16	Mes
-7.85	Mes
-7	Mes
-7.5	Mes
-6.73	Mes
-7.51	Mes
-6.7	Mes
-7.27	Mes
-7.05	Mes
-7.18	Mes
-7.47	Mes
-7.41	Mes
-7.42	Mes
-7.33	Mes
-7.43	Mes
-7.53	Mes
-7.16	Mes
-7.38	Mes
-6.74	Mes
-7.41	Mes
-7.36	Mes
-7.56	Mes
-7.49	Mes
-8.37	Mes
-7.06	Mes
-8.5	Mes
-8.11	Mes
-8.14	Mes
-8.11	Mes
-8.24	Mes
-8.71	Mes
-8.19	Mes
-8.32	Mes
-6.12	Mes
0.69	Mes
-6.67	Mes
-4.53	Mes
-8.1	Mes
-4.35	Mes
-8.27	Mes
7.39	Mes
-6.33	Mes
-7.63	Mes
0.08	Mes
1.47	Mes
3.3	Mes
3.57	Mes
-1.08	Mes
2.09	Mes
4.66	Mes
-1.01	Mes
2.96	Mes
5.43	Mes
4.1	Mes
-2	Mes
-0.58	Mes
4.08	Mes
-1.48	Mes
3.29	Mes
-3.56	Mes
-7.04	Mes
1.86	Mes
-1.19	Mes
-4.16	Mes
-0.7	Mes
-0.91	Mes
0.89	Mes
-0.05	Mes
-7.87	Mes
2.66	Mes
4.34	Mes
4.99	Mes
3.64	Mes
5.19	Mes
-4.41	Mes
-2.23	Mes
-4.95	Mes
-7.09	Mes
0.76	Mes
5.51	Mes
6.5	Mes
-2.58	Mes
6.84	Mes
2.79	Mes
3.73	Mes
4.85	Mes
-1.36	Mes
-9.51	Mes
-8.72	Mes
4.31	Mes
2.01	Mes
9.12	Mes
-2.02	Mes
0.11	Mes
0.29	Mes
2.44	Mes
2.58	Mes
-1.78	Mes
2.53	Mes
4.78	Mes
4.19	Mes
2.65	Mes
-1.56	Mes
-8.5	Mes
-0.81	Mes
-6.72	Mes
-8.91	Mes
-2.98	Mes
-6.45	Mes
-6.79	Mes
-8.96	Mes
3.73	Mes
5.89	Mes
3.09	Mes
0.89	Mes
-7.81	Mes
3.39	Mes
0.48	Mes
4.13	Mes
-9.74	Mes
-1.63	Mes
6.81	Mes
3.85	Mes
-1.72	Mes
-3.87	Mes
3.38	Mes
3.3	Mes
-9.66	Mes
4.05	Mes
-5.56	Mes
2.7	Mes
-7.21	Mes
5.07	Mes
0.71	Mes
-8.1	Mes
-7.06	Mes
1.78	Mes
-5.54	Mes
6.26	Mes
3.45	Mes
-2.83	Mes
-0.77	Mes
1.48	Mes
0.88	Mes
-9.58	Mes
-7.61	Mes
-3.06	Mes
-0.92	Mes
0.45	Mes
-8.99	Mes
-7.44	Mes
-2.76	Mes
4.34	Mes
-9.63	Mes
3.24	Mes
2.84	Mes
3.39	Mes
-8.75	Mes
-8.87	Mes
-3.6	Mes
2.37	Mes
3.94	Mes
-0.93	Mes
-1.96	Mes
-6.02	Mes
4.27	Mes
2.39	Mes
0.3	Mes
-9.54	Mes
-0.56	Mes
-1.53	Mes
-7.38	Mes
-3.84	Mes
4.11	Mes
3.93	Mes
2.28	Mes
5.8	Mes
2.94	Mes
3.93	Mes
4.51	Mes
5.63	Mes
8.41	Mes
3.23	Mes
-3.14	Mes
-7.24	Mes
-3.06	Mes
-0.84	Mes
-6.28	Mes
-7.81	Mes
-6.64	Mes
-1.5	Mes
-0.01	Mes
-0.45	Mes
-0.97	Mes
1.38	Mes
7.67	Mes
1.85	Mes
1.83	Mes
7.6	Mes
3.16	Mes
4.55	Mes
3.12	Mes
6.49	Mes
2.43	Mes
-7.77	Mes
-2.07	Mes
-9.39	Mes
-1.29	Mes
-5.97	Mes
0.05	Mes
2.17	Mes
-3.33	Mes
2.52	Mes
3.26	Mes
0.78	Mes
-2.89	Mes
1.03	Mes
5.5	Mes
-9.31	Mes
-5.73	Mes
-6.36	Mes
-0.28	Mes
-9.89	Mes
-3.98	Mes
2.25	Mes
-9.43	Mes
-9.9	Mes
2.32	Mes
0.32	Mes
-8.52	Mes
2.14	Mes
4.22	Mes
-2.54	Mes
3.83	Mes
-2.42	Mes
9.19	Mes
0.15	Mes
-9.64	Mes
-9.48	Mes
-0.2	Mes
-7.61	Mes
3.4	Mes
-2.78	Mes
-9	Mes
-7.54	Mes
-5.53	Mes
-7.8	Mes
-7.33	Mes
-7.22	Mes
-7.22	Mes
-7.22	Mes
-6.04	Mes
-2.43	Mes
-8.08	Mes
5.23	Mes
0.64	Mes
0.32	Mes
0.69	Mes
2.38	Mes
-7.23	Mes
-8.86	Mes
-2.57	Mes
1.09	Mes
-3.07	Mes
1.31	Mes
4.39	Mes
7.57	Mes
0.43	Mes
-2.97	Mes
-3.9	Mes
0.41	Mes
4.75	Mes
7.44	Mes
6.03	Mes
1.89	Mes
5.79	Mes
2.88	Mes
1.76	Mes
3.55	Mes
2.2	Mes
0.45	Mes
3.15	Mes
0.39	Mes
-7.09	Mes
1.3	Mes
-4.32	Mes
-2.27	Mes
4.79	Mes
-3.9	Mes
6.89	Mes
8.75	Mes
2.19	Mes
-3.07	Mes
3.32	Mes
-8.9	Mes
-3.5	Mes
4.24	Mes
0.36	Mes
0.43	Mes
3.49	Mes
-4.25	Mes
4.37	Mes
-8.75	Mes
2.01	Mes
0.21	Mes
-4.77	Mes
2.53	Mes
-5.05	Mes
5.86	Mes
-4.39	Mes
1.09	Mes
-5.23	Mes
-0.5	Mes
-8.67	Mes
0.34	Mes
-2.97	Mes
2.21	Mes
4.62	Mes
6.36	Mes
7.25	Mes
2.75	Mes
-1.15	Mes
1.41	Mes
2.63	Mes
0.97	Mes
1.9	Mes
-0.43	Mes
4.81	Mes
3.38	Mes
-2.29	Mes
6.39	Mes
-8.32	Mes
-1.51	Mes
0.17	Mes
2.62	Mes
-1.95	Mes
-0.64	Mes
2.62	Mes
0.99	Mes
-3.95	Mes
2.75	Mes
-1.59	Mes
-1.18	Mes
-1.15	Mes
-8.03	Mes
3.67	Mes
0.16	Mes
-1.44	Mes
0.37	Mes
0.6	Mes
0.53	Mes
6.98	Mes
-4.37	Mes
-1.35	Mes
0.71	Mes
-1.31	Mes
0.86	Mes
-1.71	Mes
0.93	Mes
5.01	Mes
-1.81	Mes
-10.29	Mes
1.7	Mes
1.93	Mes
5.21	Mes
2.88	Mes
-1.05	Mes
8.75	Mes
-8.53	Mes
1.58	Mes
2.39	Mes
-8.3	Mes
-6.93	Mes
2	Mes
3.43	Mes
3.31	Mes
3.4	Mes
7.42	Mes
3.03	Mes
-2.18	Mes
6.22	Mes
-7.08	Mes
7.63	Mes
7.63	Mes
4.26	Mes
4.66	Mes
-6.42	Mes
2.54	Mes
1.8	Mes
3.38	Mes
1.56	Mes
-7.44	Mes
-0.33	Mes
3.46	Mes
5.24	Mes
1.84	Mes
2.95	Mes
2.29	Mes
-7.86	Mes
5.18	Mes
2.6	Mes
5.89	Mes
4.36	Mes
3.46	Mes
0.35	Mes
5.45	Mes
4.2	Mes
-7.63	Mes
-8.93	Mes
-8.21	Mes
-7.33	Mes
-0.8	Mes
-8.22	Mes
3.29	Mes
-0.23	Mes
2.46	Mes
1.35	Mes
4.38	Mes
-5.31	Mes
0.74	Mes
-9.59	Mes
1.24	Mes
-9.15	Mes
1.27	Mes
-4.97	Mes
-2.36	Mes
4.81	Mes
2.67	Mes
1.3	Mes
0.58	Mes
2.76	Mes
1.98	Mes
-0.74	Mes
1.33	Mes
3	Mes
2.31	Mes
2.95	Mes
-0.73	Mes
-0.63	Mes
-6.8	Mes
-1.69	Mes
-3.04	Mes
7.14	Mes
1.04	Mes
-4.27	Mes
2.94	Mes
1.52	Mes
-1.35	Mes
-7.78	Mes
5.68	Mes
-7.95	Mes
2.38	Mes
1.75	Mes
-9.03	Mes
4.19	Mes
4.39	Mes
7.19	Mes
-4.64	Mes
1.44	Mes
4.45	Mes
1.06	Mes
-6.8	Mes
3.47	Mes
-1.09	Mes
0.69	Mes
4.8	Mes
3.63	Mes
5.56	Mes
-2.35	Mes
-4.97	Mes
1.88	Mes
5.74	Mes
7.21	Mes
0.63	Mes
-1.61	Mes
3.22	Mes
0.47	Mes
-8.08	Mes
3.48	Mes
3.54	Mes
3.16	Mes
-0.81	Mes
-9.71	Mes
6.56	Mes
-2.62	Mes
4.82	Mes
6.4	Mes
4.11	Mes
2	Mes
-0.82	Mes
3.47	Mes
5.7	Mes
6.4	Mes
3.68	Mes
7.9	Mes
3.84	Mes
-5.3	Mes
0.87	Mes
-7.7	Mes
7.76	Mes
3.98	Mes
0.25	Mes
5.08	Mes
2.15	Mes
-9.57	Mes
-1.32	Mes
1.33	Mes
-6.36	Mes
-8.04	Mes
-2.45	Mes
9.73	Mes
3.71	Mes
6.06	Mes
2.56	Mes
4.51	Mes
-6.51	Mes
2.84	Mes
-5.95	Mes
-9.17	Mes
2.17	Mes
-1.39	Mes
6.61	Mes
1.1	Mes
-1.86	Mes
3.22	Mes
5.09	Mes
-10.12	Mes
4.34	Mes
-9.07	Mes
2.83	Mes
2.85	Mes
2.75	Mes
-5.5	Mes
4.23	Mes
0.94	Mes
-10.22	Mes
-0.1	Mes
4.93	Mes
3.57	Mes
-6.06	Mes
-0.87	Mes
3.08	Mes
6.21	Mes
-7.28	Mes
1.9	Mes
-4.74	Mes
-8.2	Mes
1.32	Mes
-2.52	Mes
-7.41	Mes
-5.08	Mes
5.21	Mes
7.22	Mes
3.13	Mes
-8.44	Mes
-4.11	Mes
0.11	Mes
-4.05	Mes
-9.95	Mes
-9.77	Mes
2.53	Mes
1.16	Mes
-9.04	Mes
-5.99	Mes
3.26	Mes
4.99	Mes
-1.07	Mes
-0.32	Mes
-9.12	Mes
2.87	Mes
3.67	Mes
-0.35	Mes
2.42	Mes
-0.95	Mes
-9.51	Mes
2.07	Mes
3.77	Mes
5.19	Mes
1.18	Mes
3.89	Mes
4.15	Mes
2.87	Mes
1.48	Mes
2.69	Mes
-7.93	Mes
2.32	Mes
5.09	Mes
-6.75	Mes
-2.3	Mes
3.96	Mes
6.75	Mes
3.64	Mes
6.61	Mes
4.7	Mes
2.18	Mes
-3.15	Mes
-9.24	Mes
-0.68	Mes
2.81	Mes
8.26	Mes
3.81	Mes
-3.94	Mes
-9.09	Mes
-0.27	Mes
2.97	Mes
4.29	Mes
-8.97	Mes
-7.79	Mes
-3.86	Mes
-4.07	Mes
5.79	Mes
0.34	Mes
-1.75	Mes
-2.71	Mes
-8.49	Mes
-9.64	Mes
2.84	Mes
5.33	Mes
4.06	Mes
6.25	Mes
-6.42	Mes
2.97	Mes
1.93	Mes
-10.43	Mes
-2.36	Mes
-9.29	Mes
1.78	Mes
2.24	Mes
5.77	Mes
9.97	Mes
1.76	Mes
3.98	Mes
-4.55	Mes
-7.48	Mes
-11.24	Mes
10.4	Mes
4.48	Mes
8.54	Mes
5.66	Mes
4.98	Mes
3.62	Mes
-1.24	Mes
4.55	Mes
5.96	Mes
4.19	Mes
5.34	Mes
0.16	Mes
2.68	Mes
3.53	Mes
0.45	Mes
1.68	Mes
-0.77	Mes
1.4	Mes
-0	Mes
-5.9	Mes
0.35	Mes
-2.71	Mes
4.34	Mes
3.39	Mes
4.77	Mes
8.1	Mes
2.14	Mes
0.25	Mes
6.06	Mes
2.1	Mes
1.91	Mes
-6.76	Mes
0.69	Mes
4.65	Mes
-0.97	Mes
-0.32	Mes
-1.82	Mes
3.29	Mes
2.53	Mes
2.66	Mes
-9.88	Mes
-2.1	Mes
2.61	Mes
4.53	Mes
4.06	Mes
-0.79	Mes
-3.43	Mes
-2.91	Mes
5.72	Mes
3.73	Mes
-8.89	Mes
-9.04	Mes
-5.15	Mes
-1.06	Mes
-8.14	Mes
3.15	Mes
5.18	Mes
0.62	Mes
-1.23	Mes
-9.2	Mes
-2.67	Mes
5.83	Mes
-0.98	Mes
2.37	Mes
1.49	Mes
-0.08	Mes
-7.97	Mes
0.34	Mes
-7.1	Mes
3.88	Mes
4.4	Mes
-2.87	Mes
1.22	Mes
4.8	Mes
3.04	Mes
2.21	Mes
-6.13	Mes
3.84	Mes
5.17	Mes
7.48	Mes
-0.07	Mes
-9.7	Mes
0.18	Mes
3.44	Mes
-0.68	Mes
4.21	Mes
2.78	Mes
-0.71	Mes
-0.46	Mes
0.82	Mes
4.43	Mes
2.64	Mes
0.1	Mes
1.35	Mes
8.83	Mes
2.15	Mes
-9.43	Mes
-9.79	Mes
1.86	Mes
6.1	Mes
-3.58	Mes
1.12	Mes
-5.18	Mes
3.8	Mes
-3.3	Mes
4.2	Mes
-3.56	Mes
5.09	Mes
-2.24	Mes
-3.89	Mes
-0.25	Mes
2.19	Mes
-8.8	Mes
-0.71	Mes
3.98	Mes
0.85	Mes
6.59	Mes
4.03	Mes
-9.95	Mes
2.47	Mes
-9.06	Mes
2.62	Mes
1.89	Mes
-3.98	Mes
-8.68	Mes
-8.06	Mes
-1.37	Mes
0.08	Mes
-2.35	Mes
0.87	Mes
0.62	Mes
4.49	Mes
0.26	Mes
3.62	Mes
-0.55	Mes
-2.37	Mes
1.62	Mes
2.28	Mes
-2.08	Mes
3.46	Mes
4.44	Mes
1.04	Mes
5.73	Mes
5.83	Mes
-10.49	Mes
1.56	Mes
7.68	Mes
2.78	Mes
-1.86	Mes
4.66	Mes
-0.75	Mes
-0.01	Mes
5.58	Mes
1.67	Mes
2.69	Mes
-2.07	Mes
2.18	Mes
6.33	Mes
0.38	Mes
-4.51	Mes
-3.23	Mes
-4.56	Mes
-0.4	Mes
-3.93	Mes
5.28	Mes
0.84	Mes
-10.05	Mes
-8.68	Mes
1.43	Mes
-8.41	Mes
1.6	Mes
1.83	Mes
-7.12	Mes
-9.33	Mes
-1.9	Mes
1.15	Mes
2.26	Mes
0.06	Mes
-4.97	Mes
0.1	Mes
3.53	Mes
7.09	Mes
-1.24	Mes
2.63	Mes
3.72	Mes
6.85	Mes
6.97	Mes
-8.31	Mes
2.52	Mes
-4.8	Mes
-6.67	Mes
-0.23	Mes
-4.94	Mes
4.06	Mes
0.33	Mes
2.67	Mes
0.48	Mes
0.57	Mes
-8.49	Mes
-8.79	Mes
1.42	Mes
-1.41	Mes
4.05	Mes
0.19	Mes
2.13	Mes
2.9	Mes
2.31	Mes
2.83	Mes
-9.09	Mes
7.45	Mes
1.85	Mes
6.82	Mes
-0.23	Mes
-0.28	Mes
-4.02	Mes
-0.7	Mes
5.1	Mes
-6.61	Mes
-3.11	Mes
-10	Mes
1.38	Mes
1.32	Mes
4.79	Mes
-6.67	Mes
-0.82	Mes
3	Mes
3.49	Mes
2.62	Mes
2.07	Mes
2.84	Mes
4.13	Mes
1.58	Mes
-2.06	Mes
-6.09	Mes
-7.78	Mes
-7.94	Mes
-9.28	Mes
0.33	Mes
5.49	Mes
-3.21	Mes
0.47	Mes
-7.58	Mes
-1.57	Mes
-8.14	Mes
-2.87	Mes
-8.11	Mes
-9.12	Mes
-8.32	Mes
-7.93	Mes
-8.33	Mes
-7.9	Mes
-8.15	Mes
-8.23	Mes
-9.33	Mes
-9.34	Mes
-8.57	Mes
-8.34	Mes
-8.5	Mes
-8.6	Mes
-8.65	Mes
-8.53	Mes
-8.61	Mes
-8.56	Mes
-8.18	Mes
-8.23	Mes
-8.5	Mes
-4.47	Mes
1.79	Mes
-0.82	Mes
-9.92	Mes
6.86	Mes
-7.78	Mes
-7.51	Mes
-7.51	Mes
-7.51	Mes
-7.5	Mes
-8.34	Mes
-8.2	Mes
-7.87	Mes
0.72	Mes
3.57	Mes
-5.47	Mes
5.49	Mes
4.67	Mes
-1.08	Mes
2.39	Mes
3.83	Mes
-4.35	Mes
-7.68	Mes
-5.38	Mes
0.94	Mes
1.34	Mes
0.74	Mes
3.87	Mes
-0.36	Mes
1.24	Mes
5.28	Mes
0.05	Mes
-1.61	Mes
-1.4	Mes
-0.77	Mes
-2.77	Mes
4.45	Mes
2.05	Mes
9.72	Mes
1.82	Mes
-0	Mes
-0.45	Mes
5.68	Mes
-0.23	Mes
-0.9	Mes
1.04	Mes
-0.54	Mes
0.42	Mes
0.31	Mes
-7.85	Mes
-9.77	Mes
7.49	Mes
3.1	Mes
4.04	Mes
3.46	Mes
3.74	Mes
2.31	Mes
2.73	Mes
2.61	Mes
5.34	Mes
-1.7	Mes
-3.5	Mes
-7.06	Mes
0.93	Mes
-0.23	Mes
-1.42	Mes
-0.21	Mes
0.1	Mes
8.38	Mes
1.2	Mes
-0.08	Mes
-0.79	Mes
-1.54	Mes
-11.28	Mes
5.78	Mes
-8.74	Mes
-3.13	Mes
5.38	Mes
2.91	Mes
2.92	Mes
-0.72	Mes
-7.8	Mes
2.3	Mes
4.61	Mes
3.99	Mes
2.98	Mes
-8.76	Mes
-8.78	Mes
4.97	Mes
-7.87	Mes
0.92	Mes
2.12	Mes
3.95	Mes
-4.14	Mes
-2.41	Mes
4.7	Mes
0.68	Mes
0.95	Mes
3.19	Mes
-5.43	Mes
-7.77	Mes
-4.48	Mes
-7.68	Mes
7.07	Mes
3.77	Mes
2.22	Mes
-7.96	Mes
-7.32	Mes
3.91	Mes
-9.08	Mes
-8.02	Mes
-3.52	Mes
-7.72	Mes
-7.94	Mes
-0.19	Mes
-7.79	Mes
-8.34	Mes
-7.1	Mes
-3.82	Mes
2.51	Mes
4.22	Mes
5.67	Mes
1.83	Mes
-8.57	Mes
0.7	Mes
3.59	Mes
-8.62	Mes
6.59	Mes
4.94	Mes
-0.32	Mes
3.52	Mes
-8.28	Mes
-4.88	Mes
1.78	Mes
-3.06	Mes
3.62	Mes
-0.77	Mes
-5.36	Mes
0.02	Mes
-7.07	Mes
-7.19	Mes
-7.69	Mes
-0.61	Mes
0.18	Mes
-2.66	Mes
-7.99	Mes
3.78	Mes
2.59	Mes
4.9	Mes
2.9	Mes
-4.05	Mes
6.49	Mes
9.75	Mes
2.62	Mes
-8.44	Mes
-3.69	Mes
4.49	Mes
